id,title,address,working_time,phone,latitude,longitude,site,type,additional_info,city,price,accepts
2c6371da-230a-4a11-b7ef-9f057838eeb9,Kazakhstan Waste Recycling,Md. Aksai-3 1a/1,mon - fri 10:00-17:30,77017215572,"43,2363688","76,8295698",kagazy.kz,recycling,Only clear glass is accepted,almaty, contractual,"cardboard, wastepaper, aluminum cans, glassware, plastic"
38c61952-0545-4bbc-9425-8ee80302201b,Kazakhstan Waste Recycling,Md. Algabas 6,mon - fri 10:00-17:30,77272458133,"43,2570449","76,8246295",kagazy.kz,recycling,Only clear glass is accepted,almaty, contractual,"cardboard, wastepaper, aluminum cans, glassware, plastic"
f9b66e6c-10f5-4537-874f-d7c5304c6536,Almavtor,"Md. Vobnik -2, 5",mon - fri 09:00-18:00,77712687664,"43,3585501","76,8674824",,recycling,No additional info available,almaty,"20, 20, 50","cardboard, wastepaper, aluminum cans"
233cd915-b4b8-4bac-8bd4-a025e2c7ce32,IB. EcoDomStroy,"St. Zhurgeneva 2, 1",mon - fri 09:00-18:00,77011276818,"43,2665908","76,9555048",ecodomstroy.kz,recycling,No additional info available,almaty,40,wastepaper
a60e4402-de5d-4c8a-ba65-05f65f0c3fbc,Kazakhstan Waste Recycling,St. Zholdasbek 32,mon - fri 10:00-17:30,77017215530,"43,2319306","76,8475912",kagazy.kz,recycling,No additional info available,almaty,"10,15","cardboard, wastepaper, plastic"
90173459-644d-4467-b520-9a655743d418,Kazakhstan Waste Recycling,St. Temiryazev 81,mon - fri 10:00-17:30,77017215573,"43,2259591","76,9039362",kagazy.kz,recycling,No additional info available,almaty,"10,15","cardboard, wastepaper, plastic"
6e8278b7-5f73-4dd0-ad37-2d4ccc9bca5c,IB. Smagulova,St. Kazibaeva 26,mon - fri 08:00-19:00,77017645879,"43,278897","76,9183676",,recycling,No additional info available,almaty, contractual,"cardboard, wastepaper, polyethylene,  plastic"
fd254789-6b05-4cbe-b7b7-860c176ff9ed,IB. Segizbaev,St. Burunday 91,mon - fri 09:00-18:00,77771310625,"43,339885","76,9327551",,recycling,No additional info available,almaty, contractual,"cardboard, wastepaper, polyethylene,  textile"
a8022d88-afda-4e1a-a581-7567cc4b70a6,LLP Karina Trading,St. Kazibaeva 264 a,mon - fri 09:00-18:00,77273778185,"43,303863","76,920604",karina.kz,recycling,No additional info available,almaty,35,wastepaper
003333eb-4b7e-43dd-96bd-c55d9689ec14,Kazakhstan Waste Recycling,St. Voroshilova 15A,mon - fri 09:00-18:00,77272458133,"43,2200692","76,8173138",kagazy.kz,recycling,No additional info available,almaty,20,"cardboard, wastepaper"
7b4b2e86-438e-4514-96fe-dce1049b4b02,Glass Trade,St. Alpamis 6,mon - fri 10:00-18:00,77014395490,"43,2989032","76,8603318",glasstrade.kz,recycling,No additional info available,almaty,10,glassware
ceacf94f-03e2-4f01-9d3b-b0920eeb88d8,LLP Birlesu,St. Kazibaev 7,mon - fri 08:00-16:00,77272336390,"43,2776601","76,9216399",birlesu.kz,recycling,No additional info available,almaty,25,textile
d464a6e9-5714-497a-aeba-66d204faaa48,LLP PromTechnoResursKz,Dis. Seyfullina 284,mon - fri 09:00-17:30,77776695555,"43,2890475","76,9403967",tresurs.kz,recycling,No additional info available,almaty,25,"computer equipment, appliances"
03f5c14e-bc24-4f34-ab97-0d9454062149,LLP Intermed Group,St. Panfilova 54/30,mon - fri 09:00-18:00,77272799470,"43,2645535","76,9440108",,utilization,No additional info available,almaty, contractual,medical waste
4b1e00a3-fd2a-455c-a68f-ccb2a6202d34,LLP EcoProm,Dis. Abay 34,mon - fri 09:00-18:00,77772443897,"43,2410432","76,9314495",ecoprom.kz,utilization,No additional info available,almaty,0,medical waste
5ddbc3b2-053f-460d-9df1-e2af50e9f7e2,Zhanarka,"Md. 4, 2Б",mon - fri 09:00-18:00,77772443897,"43,2221373","76,8724876",ecoprom.kz,utilization,No additional info available,almaty,0,medical waste
48a4b78e-a643-4af3-adab-7295e07cd5d9,LLP Olzhas,St. Shepkina 39,mon - fri 09:00-18:00,77272652526,"43,203406","76,8781765",,utilization,No additional info available,almaty, contractual,medical waste
c0a44663-4a9b-4858-bef9-ee97454ee46e,LLP Sinap Plus,Dis. Riskulova 51a,mon - fri 09:00-16:00,77273843912,"43,2919824","76,9324791",,utilization,No additional info available,almaty,"80, 80-265","lamps, mercury"
3f452643-1ad1-403c-b8bf-72eb6ce0b58f,MashinStroy,Dis. Abay 36a,mon - fri 09:00-18:00,77272606420,"43,2409252","76,9304107",,utilization,No additional info available,almaty,0,lamps
1d8522b0-e031-45ff-95a0-b598cec9a19b,Elimay,St. Satpaev 50,mon - fri 09:00-17:00,77272459580,"43,2349918","76,9002642",,utilization,No additional info available,almaty,0,"lamps, mercury"
6fbe56e9-fd96-42bf-ad82-dd76f7917e09,LLP Eco Almaty,"Md. 9, 9a",mon - fri 09:00-18:00,77272424020,"43,2143042","76,8662517",,utilization,No additional info available,almaty,0,"lamps, mercury"
5b0d0eee-08c9-43e3-9ac3-d38171f3d4b8,Zhanarka,St. Isatay 23,mon - fri 10:00-22:00,77053294954,"43,2784639","76,8490328",,utilization,No additional info available,almaty,20,"lamps, mercury"
f9e865ba-0d40-408b-8a45-db8761300536,Technodom Koktem,St. Valikhanova 170,mon - fri 10:00-22:00,7727272757,"43,2404454","76,9551692",technodom.kz,utilization,Free utilization,almaty,0,"wires, batteries, computer equipment"
2fe6fefa-771b-49f8-8dcb-07f87e2c2129,Planeta Electroniki,St. Dostik,mon - fri 09:00-18:00,77272917922,"43,2391211","76,827362",,utilization,No additional info available,almaty,0,batteries
c0e06580-e975-42b6-9e86-9ac6849815bb,Technodom Ramstore,St. Nazarbaev 226,mon - fri 10:00-22:00,77273563075,"43,2384028","76,949691",technodom.kz,utilization,No additional info available,almaty,0,"wires, batteries"
628ec6f7-3af9-4140-b024-05ff120ee3c1,Technodom Prominad,Dis. Abay 44a,mon - fri 10:00-22:00,77273563075,"43,239786","76,926674",technodom.kz,utilization,Free utilization,almaty,0,"wires, batteries, computer equipment"
2bf84398-c152-4aad-b2c5-966f7e23954a,Ecoline,St. Kabanbay batir 122,mon - fri 10:00-22:00,77012323501,"43,2490287","76,9398871",,utilization,No additional info available,almaty,0,"wires, batteries, computer equipment, appliances"
0ba93ea1-3227-4676-abb4-dba69a22cd28,Technodom MegaPark,Dis. Seyfullina 483,mon - fri 10:00-22:00,77273563075,"43,263635","76,9403599",technodom.kz,utilization,No additional info available,almaty,0,"wires, batteries, computer equipment"
68a15afa-f5b4-4469-a93a-58d064d7a009,Planeta Electroniki,St. Zhandosova 70,mon - fri 09:00-18:00,77272751700,"43,2086827","76,8645717",,utilization,No additional info available,almaty,0,"wires, batteries, computer equipment, appliances"
9fa6a836-c8e4-4e92-8576-980740a6ccae,LLP Kama,St. Teplichnaya 12Б,mon - fri 09:00-19:00,77717312759,"43,2295639","76,8374995",,utilization,No additional info available,almaty,0,tyre
cc7edd88-4c47-4e7b-a175-0b969b7f7cbb,LLP Kama,"Md. Aksai-3A, 79A",mon - fri 09:00-19:00,77272307756,"43,236032","76,8266861",,utilization,No additional info available,almaty,0,tyre
064341e7-62ab-4d42-838b-27fe7b8ea088,LLP Kama,St. Gete 276a,mon - fri 09:00-19:00,77273440065,"43,3347862","76,9696048",,utilization,No additional info available,almaty,0,tyre
aeac31ba-3d4d-4ee2-9be6-bd124f5db873,Ksk Orbita -1,"Md. Orbita -1, 10",mon - fri 00:00-00:00,77272656069,"43,2002644","76,8821849",,utilization,No additional info available,almaty,0,mercury
9ef0c548-75b5-4837-9522-8bfe4d51f00e,Astana Clean Time,Достык 5/1,tue - fri 10:30-19:00,77013513700,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
6fe0fc37-af94-4b32-8f2f-1cf93455d26a,Astana Clean Time,Туркестан 30,tue - fri 10:30-19:00,77013513701,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
6f5da412-373a-464f-bc27-8ad4144301c4,Astana Clean Time,Кравцова 2/1,tue - fri 10:30-19:00,77013513702,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
bb027006-53bc-4232-a74e-8f82b8c3503c,Astana Clean Time,Сейфуллина 65,tue - fri 10:30-19:00,77013513703,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
eec773b9-a80f-4c64-bd1f-a60d8b4cf5d1,Astana Clean Time,Иманова 50/1,tue - fri 10:30-19:00,77013513704,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
f880f3e6-bfa3-43a9-b874-9cc6adcb130b,Оператор РОП,"Мәңгілік Ел проспект, 18",mon - fri 09:00-18:00,77172727965,,,info@recycle.kz,recycling,No additional info available,nur-sultan,contractual,"aluminum cans, glassware, plastic"
fb45e30a-2ee5-4a7e-b9f3-6ea0ea84002b,Ағайындар KZ,"А 369, 10/4",mon - sat 09:00-19:00,77789681108,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
46dfd338-6884-440e-9412-6d5293f4c1ac,Astana taza kala,"Габиден Мустафин, 21",mon - fri 09:00-17:00,77479552930,,,,recycling,No additional info available,nur-sultan,contractual,plastic
36a69e1d-73e5-4d42-8974-2380656b478b,Green Station,"Абылай хана проспект, 29/2",mon - sat 09:00-18:00,77025023362,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper, polyethylene, glassware, plastic"
4fcdd0a7-b04e-43a7-a853-313b53fdcd98,LS Astana,"ул. Телжан Шонанулы, 36 а",mon - fri 09:00-18:00,7776979-69-49,,,https://ls.com.kz/,recycling,No additional info available,nur-sultan,"20, 50, 110, 280, 20, 70","cardboard, wastepaper, polyethylene, aluminum cans, glassware, plastic"
d922d67e-9f8e-4dd8-9e67-bf51eb4d7968,Ағайындар KZ,"Керей, Жәнібек хандар, 9/1а",mon - sat 09:00-19:00,77789681108,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
df26d0db-e31a-4696-bad4-9ca95d53a6a2,Green Station,"Манас, 11/1",tue - fri 10:30-19:00,7702502-33-62,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
efbbd0cd-607d-4dc8-99b7-cffb8f3202df,Астана таза алем,"Кенесары, 61/2",mon - sat 09:00-19:00,7777367-13-01,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
d8837a8a-11a6-4162-b585-5f7aa059fda3,Eco-kz,"​пр Бөгенбай батыр, 61",tue - fri 10:00-18:00,77765634343,,,,recycling,No additional info available,nur-sultan,"30, 65, 125","cardboard, wastepaper, polyethylene"
663c74db-1e2c-40c5-8a67-67134afbd219,Eco-kz,"​Жаңажол, 20/2",tue - fri 10:00-18:00,77765634344,,,,recycling,No additional info available,nur-sultan,"30, 65, 125","cardboard, wastepaper, polyethylene"
09043f50-878b-49b6-948a-f4db789f9763,Ecosbor.kz,"​Александра Пушкина, 59/3",mon - sat 09:00-19:00,77077784373,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
8e0e6b59-8244-43a5-ba6a-1424ae62d356,Пункт приема макулатуры №1,"Өндіріс, 85/1",mon - sat 09:00-18:00,77029607755,,,technology-a.kz,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
7784c127-c99e-4eba-83a8-1e9379679bb0,Алемтранском,"​Александра Пушкина, 61а",mon - sun 09:00-19:00,77756779830,,,,recycling,No additional info available,nur-sultan,contractual,"cardboard, wastepaper"
db42afb7-996e-4690-bcac-af3c37e5d256,Керей-Алыбай,пос. Жибек-Жолы,mon - sun 09:00-21:00,77079389733,,,,recycling,No additional info available,nur-sultan,contractual, aluminum cans
dfed17b4-2885-43b7-b4e7-ef33ac1be3d1,ЭКО-РБК,"​Бейбітшілік, 43",mon - fri 09:00-18:00,77477909360,,,ecorbk.kz,utilization,No additional info available,nur-sultan,contractual,medical waste
ca4c5940-f919-4c4f-abe2-3fd8a27d8bdc,Глобус-С,"ул. Ауэзова, 38",mon - fri 09:30-18:00,7701709-09-60,,,http://globus-c.kz/,utilization,No additional info available,nur-sultan,contractual,"medical waste, wires, batteries"
d6cc104a-c305-4cd9-b2fe-3cdb01559cb9,Azia Group,"​Бейімбет Майлин, 19",mon - fri 09:00-18:00,77472200120,,,www.aziagroup.kz,utilization,No additional info available,nur-sultan,contractual,"wires, batteries, lamps, mercury, glassware, plastic"
582ccf1c-9575-4a91-81ae-95e261e81c42,Ecolife Astana,"​187-я, 16/1",mon - fri 09:00-18:00,77756661166,,,www.ecolife-astana.kz,utilization,No additional info available,nur-sultan,contractual,"wires, batteries, lamps, mercury, glassware, plastic"
3f60e832-4a54-4052-aff0-5d8cd0063e1a,Пункт приема металла,"Мұстафа Шоқай, 103/1",27/4,77784846446,,,,utilization,No additional info available,nur-sultan,contractual,batteries
1f3337f0-0773-457d-87e2-7b71155c0134,Tyre & Service,"​Шара Жиенқұлова, 3/2",mon - sat 09:00-19:00,77057900775,,,tyre-service.kz,utilization,No additional info available,nur-sultan,,tyre
dee498d9-4181-4f42-9d53-2dc4f638a701,Roof Master,"​Отырар, 15",mon - fri 09:00-18:00,77013051318,,,,utilization,No additional info available,nur-sultan,,medical waste
de387266-4ef8-45ab-926c-22b710d9245e,Vianor,"​шоссе Алаш, 45",mon - sat 09:00-19:00,77717559999,,,,utilization,No additional info available,nur-sultan,,tyre
b52e8621-e353-4fd0-8b0b-276d1aca1006,Катализаторы.кз,"​пр Әл-Фараби, 72",mon - fri 09:00-18:00,77475542789,,,katalizatori.kz,utilization,No additional info available,nur-sultan,,"wires, batteries, lamps"
443051f1-91f0-44af-a997-b8f9c8e49653,МетизВтормет Астана,"​Ақсеңгір, 7/1",mon - sat 09:00-18:00,77172491405,,,,utilization,No additional info available,nur-sultan,,batteries
84c57725-0010-464d-af6a-01f0f9d101a1,Tyre & Service,"​А 185, 11",mon - sat 10:00-17:00,77057965862,,,tyre-service.kz,utilization,No additional info available,nur-sultan,,tyre
fb3765f4-1e66-420e-a8cf-2be3b07de39c,Утиль Инвест,"​пр Рақымжан Қошқарбаев, 23",mon - fri 09:00-18:00,77015226874,,,,utilization,No additional info available,nur-sultan,,"wires, batteries, lamps, mercury, glassware, plastic, textile, appliances"
